drug,adr,a,n_drug,n_adr,PRR,PRR_lower95,PRR_upper95,chi2_PRR,pvalue_PRR,ROR,ROR_lower95,ROR_upper95,IC,IC_lower95,IC_upper95,IC025,EBGM,EB05,EB95,signal_PRR,signal_ROR,signal_IC,signal_EBGM,n_methods_flagged,signal_ANY_3,signal_ALL_4,signal_strength
Magnesium Sulfate\Magnesium Sulfate Heptahydrate,Discomfort,3,1152,707,2.8316813666097556,0.9922286032029306,8.081221742773087,1.2910547491900979,0.2558536647869143,2.8360289334919275,0.9905934602076236,8.119435908568965,1.010181546699026,-0.0374797354671943,2.0578428288652466,-0.7537379589889981,2.368576643046427,0.1375568414187982,4.599596444674056,False,False,False,False,0,False,False,None / Noise
Promethazine Hydrochloride,Atrial Septal Defect,12,874,4297,2.1919504113189268,1.2631238720178748,3.803781016350881,5.926411699682223,0.014915583805930829,2.2079560499764117,1.2622367965850136,3.8622467129915394,1.009929438469694,0.4555629873291426,1.5642958896102455,0.07655735236570438,2.093056173840673,1.1011895809721117,3.0849227667092345,True,True,True,False,3,True,False,Moderate (3/4)
Atenolol,Foetal Distress Syndrome,3,492,1656,2.8261291614925423,0.9938826288216294,8.036166249236214,1.2902718688223485,0.25599785474703196,2.836301675988007,0.9900409571638009,8.125529695516839,1.00981823419058,-0.03784304797564042,2.0574795163568003,-0.7541012714974442,2.3677718929115574,0.13751010495915672,4.598033680863958,False,False,False,False,0,False,False,None / Noise
Etravirine,Low Birth Weight Baby,8,512,4783,2.283638694454163,1.1717463392323926,4.450626822717148,3.867644659794017,0.04922555659915032,2.3030044021148166,1.1684790838473678,4.539087904506329,1.0097263816701445,0.33745626979052223,1.6819964935497667,-0.12215696996391334,2.1344611579062525,0.8969297834038223,3.3719925324086826,False,True,False,False,1,False,False,None / Noise
Lamotrigine,Hypotonia,24,6341,1211,2.1202863675786485,1.4222962203622418,3.1608143340174815,12.133513367212672,0.0004952373125484747,2.124464790785829,1.4229176496865525,3.171898702839829,1.0095413059000795,0.6135688799028022,1.405513731897357,0.3428530376393575,2.052178830938632,1.3638062468329957,2.7405514150442687,True,True,True,False,3,True,False,Moderate (3/4)
Lamivudine\Zidovudine,Nasal Congestion,4,3062,373,2.604687636353594,1.0288367731593382,6.5942410496660555,1.8030176380860512,0.17934810485609265,2.6066248081225307,1.0282060865127363,6.608104133446654,1.0092487801806787,0.08529907860647612,1.9331984817548813,-0.54638081940854,2.2681173265159105,0.41414218420657445,4.1220924688252465,False,True,False,False,1,False,False,None / Noise
Nicotine,Dehydration,3,2297,355,2.833961984580835,0.9896741724409777,8.115136025264237,1.2880609983344251,0.2564055916650815,2.836144094187612,0.9888579728873532,8.134346431478464,1.0089569940811072,-0.03870428808511317,2.0566182762473275,-0.754962511606917,2.365865590051129,0.13739939500977139,4.594331785092487,False,False,False,False,0,False,False,None / Noise
Haloperidol,Neonatal Respiratory Distress,10,912,3404,2.227601619864527,1.2197076054987863,4.0683594612774625,4.879915944061734,0.02717094229236649,2.240651550965,1.218298104920705,4.120928492430536,1.0089179163146802,0.40405361019566643,1.613782222433694,-0.009476068477536792,2.1079578134480035,1.014140517142313,3.2017751097536937,True,True,False,False,2,False,False,Weak (2/4)
Eszopiclone,Foetal Exposure During Pregnancy,4,18,63487,2.5213159239717324,1.1286068814344687,5.632637983204202,1.9818868983961553,0.15919176701372312,2.906508967983264,1.0093125678981634,8.369849588377951,1.0086212959552165,0.08467159438101401,1.9325709975294192,-0.5470083036340021,2.2668826289043214,0.41391673715419963,4.119848520654443,False,True,False,False,1,False,False,None / Noise
Ademetionine,Foetal Exposure During Pregnancy,4,18,63487,2.5213159239717324,1.1286068814344687,5.632637983204202,1.9818868983961553,0.15919176701372312,2.906508967983264,1.0093125678981634,8.369849588377951,1.0086212959552165,0.08467159438101401,1.9325709975294192,-0.5470083036340021,2.2668826289043214,0.41391673715419963,4.119848520654443,False,True,False,False,1,False,False,None / Noise
Zidovudine,Congenital Coronary Artery Malformation,3,11023,74,2.8731958838095726,0.9827409560081646,8.400234605335497,1.3036081234820505,0.25355520868522075,2.873662656022803,0.9825759515968887,8.404375302692047,1.008620455757533,-0.039040826408687446,2.0562817379237535,-0.7552990499304912,2.3651212078182473,0.13735616446071353,4.592886251175781,False,False,False,False,0,False,False,None / Noise
Nitric Oxide,Hypotonia Neonatal,9,784,3544,2.2512374938020527,1.195518222731701,4.239224594937461,4.362437408775063,0.036739702583195616,2.2651156123835965,1.1936090203497838,4.298517060436059,1.0084324848817863,0.3725291042345449,1.6443358655290277,-0.06222116620795681,2.1182882825042415,0.9599732927984108,3.276603272210072,True,True,False,False,2,False,False,Weak (2/4)
Valsartan,Foetal Growth Restriction,9,1077,2580,2.252514782555344,1.1945561321238929,4.247454522383315,4.3571993251861825,0.036852845133371885,2.262598526321287,1.1931684685407402,4.290552613724607,1.0083563483911337,0.37245296774389236,1.6442597290383751,-0.062297302698609336,2.118164721573858,0.9599172970238126,3.2764121461239037,True,True,False,False,2,False,False,Weak (2/4)
Valproate Sodium,Congenital Central Nervous System Anomaly,7,6160,345,2.3445596181034722,1.137640861176216,4.831893781626435,3.344942131168178,0.06741184903023363,2.3460096864569753,1.1373540338753527,4.839092564868975,1.0078921884221057,0.29220545843229895,1.7235789184119126,-0.19709057125460983,2.149690526747456,0.8178651479349666,3.481515905559945,False,True,False,False,1,False,False,None / Noise
Digoxin,Atrial Septal Defect,9,647,4297,2.249108619937581,1.1955468009096177,4.231109631533318,4.358785301751108,0.036818549595931685,2.2659341253296295,1.1932283195095397,4.302996648993213,1.00766062843686,0.3717572477896187,1.6435640090841015,-0.06299302265288298,2.117036012188145,0.9594057845566162,3.2746662398196733,True,True,False,False,2,False,False,Weak (2/4)
Erythromycin,Caesarean Section,7,530,4011,2.3213299505539773,1.1398036217655725,4.727632581998602,3.331949656281085,0.06794628649197322,2.338044842818305,1.1363785756590277,4.810416004067197,1.0075218958700392,0.2918351658802324,1.7232086258598458,-0.19746086380667638,2.149063165538111,0.8176264638723503,3.4804998672038723,False,True,False,False,1,False,False,None / Noise
Valproate Sodium,Mitral Valve Incompetence,6,6160,292,2.4007526700324213,1.103779354368803,5.221707907341432,2.8278897869342567,0.09264001354659507,2.4020388605961926,1.103476446822602,5.228739321467205,1.0073835691918478,0.23861211631033374,1.776155022073362,-0.28697653004743606,2.173593357801621,0.7199210635770372,3.627265652026205,False,True,False,False,1,False,False,None / Noise
Acetaminophen,Infantile Diarrhoea,3,3748,218,2.83492670076538,0.9864591541066221,8.14712840897193,1.2830223906883662,0.2573378283599076,2.83626508035474,0.9859617893040102,8.158936475335638,1.006904952742695,-0.04075632942352536,2.0545662349089153,-0.7570145529453292,2.361331299527687,0.13713606273200352,4.58552653632337,False,False,False,False,0,False,False,None / Noise
Topiramate,Hypospadias,3,1769,462,2.825023882797037,0.9879786329554285,8.077866941818458,1.2786318935265009,0.2581535665749946,2.8278423827324337,0.9869176030757729,8.102695216556882,1.0066355950240788,-0.0410256871421415,2.054296877190299,-0.7572839106639453,2.3607369258645665,0.13710154404164943,4.584372307687484,False,False,False,False,0,False,False,None / Noise
Buprenorphine\Buprenorphine Hydrochloride,Toxicity To Various Agents,9,5773,482,2.266714641021329,1.193152277369818,4.306235977813858,4.356216980126679,0.03687410437406741,2.2686073400322018,1.1929001355046425,4.314342089558722,1.0065349134625234,0.37063153281528205,1.6424382941097648,-0.06411873762721965,2.115211090366734,0.9585787601027358,3.2718434206307325,True,True,False,False,2,False,False,Weak (2/4)
Dolutegravir Sodium,Foetal Exposure During Pregnancy,10,49,63487,2.198827549250928,1.2852794710500106,3.7617052946430483,5.333129709513441,0.020923779595075208,2.4896720606175116,1.26057863166317,4.9171601149873325,1.0062249422734404,0.40136063615442663,1.6110892483924542,-0.012169042518776596,2.1036564273003187,1.0120711161588538,3.1952417384417835,True,True,False,False,2,False,False,Weak (2/4)
Venlafaxine Hydrochloride,Congenital Pulmonary Hypertension,4,8181,140,2.618623630235193,1.024129189481809,6.695629601472207,1.8014636529967967,0.17953564704154953,2.6193562475433465,1.023897041892525,6.700895569404859,1.0061003853312653,0.0821506837570628,1.9300500869054678,-0.5495292142579533,2.261930375113782,0.41301249063327217,4.110848259594292,False,True,False,False,1,False,False,None / Noise
Sulfamethoxazole\Trimethoprim,Drug Ineffective,3,822,995,2.8178509030494667,0.988758761346006,8.030557120937685,1.2749818873528906,0.25883415761621226,2.8238976583067332,0.9864670644447906,8.083795467696074,1.0058655597409216,-0.04179572242529872,2.053526841907142,-0.7580539459471025,2.359038778550586,0.13700292287967075,4.581074634221501,False,False,False,False,0,False,False,None / Noise
Cefotaxime Sodium,Exposure During Pregnancy,3,383,2136,2.813302354658366,0.9906702901015034,7.989207123507638,1.275427564511796,0.2587509365449294,2.8262871833374548,0.9857372701197761,8.103476945461301,1.0056165186491781,-0.04204476351704223,2.0532778008153985,-0.758302987038846,2.358489900886085,0.1369710464031053,4.5800087553690645,False,False,False,False,0,False,False,None / Noise
Acetaminophen,Developmental Hip Dysplasia,9,3748,743,2.257630531223154,1.1913825016668769,4.278135366584465,4.334336649015819,0.03735096763778433,2.2605253411617428,1.1909882411667454,4.290533391856541,1.0055254393958746,0.3696220587486332,1.641428820043116,-0.06512821169386851,2.1135760743863763,0.9578377978421182,3.2693143509306344,True,True,False,False,2,False,False,Weak (2/4)
Acetaminophen\Oxycodone Hydrochloride,Disability,293,39260,2442,2.15208027742975,1.905785989447747,2.430204412324491,3069.8366932902395,0.0,2.1607317894071163,1.9118096879986466,2.4420641317295093,1.0054916478789313,0.8911103168133405,1.119872978944522,0.8129108353705388,2.0107387379947657,1.8175193579329065,2.203958118056625,True,True,True,False,3,True,False,Moderate (3/4)
Ondansetron Hydrochloride,Respiratory Acidosis,7,19719,108,2.3919142075990147,1.1394754093110537,5.020953966854967,3.3935403615783706,0.06545226957739976,2.392384992393739,1.1393910596549652,5.023302494197211,1.0052774893785936,0.28959075938878687,1.7209642193684003,-0.1997052702981219,2.145265009506119,0.8161814282235738,3.4743485907886646,False,True,False,False,1,False,False,None / Noise
Magnesium Sulfate\Magnesium Sulfate Heptahydrate,Drug Ineffective,4,1152,995,2.5868850522281037,1.026558468819181,6.518843764582425,1.780334422393889,0.18210826665724977,2.591978486706004,1.024871127841622,6.5553144127453296,1.0052199863815023,0.08127028480729981,1.9291696879557048,-0.5504096132077163,2.2602039193736125,0.4126972520242238,4.107710586723002,False,True,False,False,1,False,False,None / Noise
Valproate Sodium,Weight Decreased,8,6160,399,2.297448841613696,1.165009651724884,4.530667339980606,3.833320032169579,0.05024331780114118,2.2990563908077113,1.1647446735812235,4.538042034450381,1.0050888356596814,0.33281872378005917,1.6773589475393038,-0.1267945159743764,2.1267965275414866,0.8937090008529311,3.359884054230042,False,True,False,False,1,False,False,None / Noise
Cyclophosphamide,Small For Dates Baby,13,1375,2980,2.1718671650991888,1.2757758980396914,3.697363298745461,6.362201451236953,0.011657681392570257,2.182682979989643,1.2754035439991869,3.735370670366826,1.0049820448289521,0.47154308382860277,1.5384210058293015,0.1068450186548946,2.079107907764437,1.132352756721554,3.02586305880732,True,True,True,False,3,True,False,Moderate (3/4)
Paroxetine Hydrochloride,Hyperhidrosis,3,4198,195,2.831541567875973,0.984237093178901,8.146032806703206,1.276655413121697,0.25852183203805806,2.832734206563309,0.9837939996080832,8.156568436309382,1.004960161764384,-0.04270112040183638,2.0526214439306045,-0.7589593439236402,2.3570440833223234,0.1368870794781083,4.5772010871665385,False,False,False,False,0,False,False,None / Noise
Azathioprine,Product Use In Unapproved Indication,3,1519,539,2.818728078931639,0.9865078711858735,8.05389213307214,1.2715044785622178,0.2594846304017869,2.821998402782195,0.9852718097717619,8.082718805433036,1.004795490710776,-0.042865791455444446,2.0524567728769965,-0.7591240149772482,2.3566815222566717,0.13686602347590515,4.576497021037438,False,False,False,False,0,False,False,None / Noise
Warfarin,Maternal Drugs Affecting Foetus,3,102,8027,2.7997425567127503,0.9996761385397916,7.841097813255886,1.2833209966299952,0.25728246417195516,2.8489832175395016,0.9809868594707964,8.274020488103552,1.0047791503336265,-0.04288213183259382,2.052440432499847,-0.7591403553543976,2.356645548997747,0.13686393430227062,4.576427163693223,False,False,False,False,0,False,False,None / Noise
Buprenorphine Hydrochloride\Naloxone Hydrochloride,Drug Withdrawal Syndrome Neonatal,1604,7914,66447,2.0326113137054644,1.9445380553075855,2.1246736423216643,1.843733533077707e+23,0.0,2.295002712054162,2.1713236102824722,2.4257266044515395,1.0047355672378693,0.9558640184933442,1.0536071159823943,0.922451837208822,2.007142462570206,1.9247030002988357,2.0895819248415766,True,True,True,False,3,True,False,Moderate (3/4)
Tacrolimus,Ventricular Septal Defect,7,1140,1869,2.319401298735689,1.134889377768546,4.740217407933078,3.301746814542411,0.06920625116931425,2.3271100084965792,1.1332998749769927,4.778471357155042,1.0046861394041195,0.2889994094143128,1.7203728693939264,-0.20029662027259598,2.1442655342750676,0.8158011707178885,3.472729897832247,False,True,False,False,1,False,False,None / Noise
Tramadol Hydrochloride,Overdose,43,7275,1916,2.0768441569281815,1.5390022011908586,2.8026481371041387,21.757672390763354,3.0935024948508074e-06,2.083178883237942,1.5409489226928288,2.8162090226747494,1.0045089758074424,0.7073443651480803,1.3016735864668045,0.5041808047993328,2.0275875285239677,1.5192420844468835,2.535932972601052,True,True,True,False,3,True,False,Moderate (3/4)
Fluoxetine Hydrochloride,Meconium Aspiration Syndrome,5,5233,282,2.4722891421085746,1.0635311189898393,5.747094272138873,2.291665756366376,0.13007026151066525,2.4736033537601867,1.0631635388707812,5.755195064564119,1.0039169152598966,0.16817359974795276,1.8396602307718404,-0.403201932285723,2.2027931699973853,0.5903146633715632,3.8152716766232073,False,True,False,False,1,False,False,None / Noise
Ritodrine Hydrochloride,Premature Baby,21,405,16608,2.1021249083578564,1.3928174201418624,3.1726549843758027,10.610044538841866,0.0011247498033370765,2.161020281970047,1.3992623366996024,3.337478996326671,1.003833594558693,0.5811360290137619,1.426531160103624,0.292148917875901,2.049365359585184,1.3145821170044774,2.784148602165891,True,True,True,False,3,True,False,Moderate (3/4)
Lamotrigine,Alanine Aminotransferase Increased,8,6341,388,2.2957591271149114,1.1638944777468743,4.5283400432780985,3.8228465597007295,0.05055827620651116,2.2973186506849306,1.1636368627662437,4.53549827412526,1.0038117749837845,0.3315416631041622,1.6760818868634066,-0.12807157665027336,2.124691236459978,0.8928243287347506,3.3565581441852057,False,True,False,False,1,False,False,None / Noise
Olanzapine,Neonatal Respiratory Distress,28,2651,3404,2.0863760092210364,1.4458810557406876,3.0105967808141636,13.989072619526748,0.00018387617983672412,2.0977816690665487,1.4480301742071475,3.039085793554807,1.0037254655695664,0.6365917779211708,1.3708591532179621,0.38559221595747184,2.038036110895039,1.4050249836035726,2.671047238186505,True,True,True,False,3,True,False,Moderate (3/4)
Divalproex Sodium,Patent Ductus Arteriosus,5,569,2594,2.4520909982757746,1.0664676079172684,5.638005523269046,2.2821416344461944,0.13087104894695126,2.464068884852314,1.0630258168078008,5.711653821851722,1.0036931016952377,0.16794978618329393,1.8394364172071815,-0.4034257458503818,2.2023844041491474,0.5902051204161083,3.8145636878821865,False,True,False,False,1,False,False,None / Noise
Adalimumab,Pneumonia,5,1830,807,2.456957864363021,1.0635089881328397,5.676155081541519,2.276509702759682,0.13134716774170993,2.4606764160546635,1.0624453347397755,5.699049378395225,1.0030346517174054,0.16729133620546155,1.8387779672293492,-0.4040841958282142,2.2011823443205247,0.5898829868845747,3.8124817017564747,False,True,False,False,1,False,False,None / Noise
Gentamicin,Exposure During Pregnancy,3,384,2136,2.8059813069301622,0.9880799402619797,7.968516284981875,1.2655455757802636,0.2606039931495642,2.818874528867799,0.9831642750760493,8.0821219921615,1.0029326234304952,-0.04472865873572518,2.0505939055967155,-0.760986882257529,2.3525848745760443,0.1366281076301128,4.568541641521976,False,False,False,False,0,False,False,None / Noise
Nelfinavir Mesylate,Gastrooesophageal Reflux Disease,23,2188,3377,2.0994537667306776,1.4023123843165384,3.1431699298497366,11.411147875924295,0.0007300471070427635,2.110901903139034,1.4038197001406514,3.1741304415585203,1.0026494257843137,0.5983395167099735,1.4069593348586538,0.32192355846527165,2.043722067426292,1.3434734310962981,2.7439707037562857,True,True,True,False,3,True,False,Moderate (3/4)
Morphine,Drug Dependence,137,1709,26234,2.022854062603729,1.7225104347716158,2.375566775091817,9168.030800192291,0.0,2.111651290539284,1.7730957267776162,2.5148507807528464,1.0024897080291906,0.8353578102924676,1.1696216057659135,0.7210941659214427,2.010077282407997,1.7276288702400302,2.2925256945759633,True,True,True,False,3,True,False,Moderate (3/4)
Telmisartan,Gastrooesophageal Reflux Disease,3,243,3377,2.801937651117528,0.9897127618003716,7.932457682437718,1.2658863207557214,0.26053982423745026,2.8223381980975697,0.9819290504438752,8.112187841718136,1.0024468897064522,-0.045214392459768105,2.0501081718726724,-0.7614726159815719,2.351518165793511,0.13656615772814584,4.566470173858876,False,False,False,False,0,False,False,None / Noise
Hydrocodone,Drug Interaction,4,2565,448,2.586615159754807,1.022797875821296,6.541446890766097,1.7693780718155807,0.1834590662758402,2.588899572210901,1.0220440375541155,6.557839729718012,1.0024063147038462,0.07845661312964369,1.9263560162780489,-0.5532232848853724,2.254696928357963,0.4116917144089687,4.097702142306957,False,True,False,False,1,False,False,None / Noise
Gabapentin,Dysmorphism,10,2769,1127,2.2231476376784025,1.2121153642896565,4.0774876422851705,4.801577665267124,0.028433687943852055,2.2274006452389608,1.2116486697295425,4.0946800490594155,1.0021206487911447,0.39725634267213095,1.6069849549101585,-0.01627333600107228,2.097119118026882,1.0089260104242965,3.185312225629467,True,True,False,False,2,False,False,Weak (2/4)
Sotalol Hydrochloride,Premature Baby,5,89,16608,2.4352328285094362,1.083550112426496,5.473082288524393,2.320291178798091,0.12769612056662746,2.5142426482760194,1.0611116760338917,5.957352310020294,1.0019948490150594,0.1662515335031156,1.8377381645270032,-0.40512399853056014,2.1992856455050562,0.5893747007967016,3.8091965902134106,False,True,False,False,1,False,False,None / Noise
Insulin Nos,Hypoglycaemia,3,1265,649,2.809706277885083,0.9841592533100321,8.02151617376494,1.2608751103725877,0.26148550912808577,2.813612674492507,0.9826749192282805,8.055986905905607,1.0019776279591663,-0.045683654207054,2.0496389101253865,-0.7619418777288578,2.3504882083412624,0.13650634218688218,4.564470074495643,False,False,False,False,0,False,False,None / Noise
Isotretinoin,Vomiting,5,1535,963,2.4533851686405566,1.0627128298496988,5.663899612990221,2.2696072710115587,0.1319333315942819,2.457808425686915,1.0614430442146372,5.691141216010513,1.0019206060625134,0.16617729055056962,1.8376639215744572,-0.4051982414831061,2.199150292087095,0.5893384281640976,3.808962156010092,False,True,False,False,1,False,False,None / Noise
Lisinopril,Diarrhoea,3,626,1312,2.8047060479819796,0.9852744237086832,7.983944194934823,1.2594191906014784,0.2617610585122092,2.812589695988203,0.9822662866798365,8.053478883733124,1.0015674626392834,-0.04609381952693692,2.0492287448055038,-0.7623520430487407,2.349588423048309,0.13645408649010538,4.562722759606513,False,False,False,False,0,False,False,None / Noise
Furosemide,Neonatal Respiratory Distress Syndrome,29,1266,7399,2.075595719033686,1.4519226609061466,2.9671674014525493,14.48645282147559,0.00014117115285487204,2.100399175254341,1.4568333876310258,3.0282644074920575,1.0014988048798368,0.6406416434381819,1.3623559663214917,0.3939331759219483,2.033646624670021,1.4129658061885715,2.6543274431514705,True,True,True,False,3,True,False,Moderate (3/4)
Magnesium Sulfate\Magnesium Sulfate Heptahydrate,Pulmonary Hypertension,3,1152,713,2.807768504963508,0.9838710751751079,8.012801856241083,1.2589853231399832,0.26184324248056334,2.812053645084498,0.9822406583422363,8.050619403374155,1.0014871992780137,-0.04617408288820668,2.049148481444234,-0.7624323064100105,2.3494123988839704,0.1364438637564933,4.562380934011447,False,False,False,False,0,False,False,None / Noise
Digoxin,Speech Disorder Developmental,8,647,3810,2.2695614295614295,1.162982436041796,4.429051482569255,3.7875817658033744,0.05163419589646267,2.284663242105956,1.160372116222851,4.49828641765436,1.0013508798310207,0.3290807679513984,1.673620991710643,-0.13053247180303718,2.120640839721014,0.89112229660532,3.3501593828367078,False,True,False,False,1,False,False,None / Noise
Diazepam,Seizure,7,2425,881,2.3182272545173794,1.1310611315640051,4.7514475156226945,3.2766603976860753,0.07027178489706415,2.321837706841666,1.1303163156794855,4.769399735392679,1.0013087129135758,0.28562198292376906,1.7169954429033827,-0.20367404676313972,2.138567136589565,0.8136331745305017,3.4635010986486288,False,True,False,False,1,False,False,None / Noise
Folic Acid,C-Reactive Protein Increased,4,2545,452,2.5837667495068026,1.0217204777019016,6.533930523613037,1.763723436566011,0.1841607645807395,2.5860646380452383,1.0209607172405966,6.550428629833405,1.0012160647640531,0.07726636318985058,1.9251657663382558,-0.5544135348251655,2.252372189132828,0.4112672334664895,4.0934771447991665,False,True,False,False,1,False,False,None / Noise
Oxymorphone,Behaviour Disorder,4,1415,813,2.5787553707529516,1.0225079316191112,6.503596751232183,1.761403041253412,0.18444960902761148,2.5828770859329206,1.0211360290725806,6.533168795440822,1.0011624290809886,0.0772127275067861,1.925112130655191,-0.55446717050823,2.2522674982411437,0.41124811765001845,4.093286878832269,False,True,False,False,1,False,False,None / Noise
Nicotine,Cleft Palate,4,2297,501,2.581692576046719,1.0214543735651773,6.5251436869876525,1.7610905304113904,0.184488550751153,2.5842351062046665,1.020611908857722,6.543399137498821,1.000770461536594,0.07682075996239146,1.9247201631107966,-0.5548591380526247,2.2515025984213057,0.4111084523521167,4.091896744490494,False,True,False,False,1,False,False,None / Noise
Sodium Chloride,Neonatal Respiratory Distress Syndrome,5,200,7399,2.440431985153082,1.0700006584762005,5.5660790738575825,2.280028253010333,0.13104948638236152,2.4747160354026865,1.0601330300052156,5.776840530899279,1.0006478938170136,0.16490457830506977,1.8363912093289574,-0.406470953728606,2.1968314985927506,0.5887170271993203,3.804945969986181,False,True,False,False,1,False,False,None / Noise
Zopiclone,Irritability,4,1031,1117,2.5741349989911413,1.0219497158171,6.4838522781261965,1.7555456960170015,0.1851810772977413,2.5797783670218517,1.0200640144247803,6.524351735618149,0.9999615120809919,0.0760118105067894,1.9239112136551944,-0.5556680875082267,2.249924970209691,0.4108203885973061,4.089029551822076,False,True,False,False,1,False,False,None / Noise
Acetaminophen\Hydrocodone Bitartrate,Congenital Hearing Disorder,29,41683,225,2.219908195257055,1.5077021099498136,3.268545134246361,15.211767921585832,9.610267728750281e-05,2.220747297905645,1.5078884575824554,3.2706123164189966,0.9997826364176468,0.6389254749759918,1.3606397978593017,0.3922170074597583,2.031152854024737,1.4112331488982024,2.651072559151272,True,True,True,False,3,True,False,Moderate (3/4)
Carbamazepine,Seizure,6,2055,881,2.3694120092059845,1.0966212134090114,5.1194644064172605,2.758571618145499,0.09673457188927312,2.373178871474691,1.0956952940715985,5.140095048766235,0.9994486377158864,0.23067718483437238,1.7682200905974006,-0.2949114615233974,2.1597560429813534,0.7153379733836944,3.6041741125790123,False,True,False,False,1,False,False,None / Noise
Ibuprofen,Exposure During Pregnancy,7,1002,2136,2.3083234622998736,1.1300399764373936,4.715193548641044,3.2581907864466504,0.07106749603299062,2.317022633784408,1.1282217467206264,4.758456306195118,0.9990593376379555,0.28337260764814876,1.7147460676277624,-0.20592342203876002,2.134781399284779,0.8121928636753828,3.457369934894175,False,True,False,False,1,False,False,None / Noise
Acetaminophen\Oxycodone Hydrochloride,Anger,16,39260,130,2.2712569479785927,1.355700909308997,3.8051225667248265,8.224385299164265,0.00413312027183004,2.271764335346744,1.3557303475300226,3.806740186022976,0.9989606553110668,0.5164480600615627,1.4814732505605708,0.1865670000440447,2.0561250140532765,1.211861734410651,2.900388293695902,True,True,True,False,3,True,False,Moderate (3/4)
Buprenorphine\Buprenorphine Hydrochloride,Somnolence Neonatal,9,5773,485,2.2524436149498412,1.1856874898750571,4.27895400925832,4.27610551584033,0.0386518129234914,2.2543140219331024,1.1854313925936757,4.2869893114312925,0.9985272424735551,0.3626238618263137,1.6344306231207963,-0.07212640861618802,2.1022792759479776,0.952718275214081,3.2518402766818744,True,True,False,False,2,False,False,Weak (2/4)
Doxylamine Succinate\Pyridoxine Hydrochloride,Foetal Exposure During Pregnancy,35,179,63487,2.0504832920113625,1.5270583503032003,2.753320938903839,19.032578402374515,1.2850562609087096e-05,2.301467340158135,1.5940932343088365,3.3227365901914236,0.9984185869410701,0.6694683678239344,1.3273688060582058,0.4445738302642601,2.023734290432664,1.4614248411616448,2.586043739703683,True,True,True,False,3,True,False,Moderate (3/4)
Buprenorphine\Naloxone,Foetal Exposure During Pregnancy,35,179,63487,2.0504832920113625,1.5270583503032003,2.753320938903839,19.032578402374515,1.2850562609087096e-05,2.301467340158135,1.5940932343088365,3.3227365901914236,0.9984185869410701,0.6694683678239344,1.3273688060582058,0.4445738302642601,2.023734290432664,1.4614248411616448,2.586043739703683,True,True,True,False,3,True,False,Moderate (3/4)
Acetaminophen\Codeine Phosphate,Pallor,5,4274,347,2.456100299433152,1.0583186399418538,5.700011748075278,2.254609626259124,0.13321704572751453,2.4576903054512442,1.0578665543769943,5.709833260648162,0.9980357702752204,0.16229245476327658,1.8337790857871643,-0.40908307727039916,2.1920812965602128,0.5874440461714239,3.796718546949002,False,True,False,False,1,False,False,None / Noise
Morphine Sulfate,Vision Blurred,19,18035,338,2.1658384227351304,1.3714249623682802,3.4204248880633408,9.474037420591417,0.002084002064710062,2.1670418444021515,1.371529494735421,3.4239659981178803,0.9980074359904806,0.5541614149929983,1.4418534569879629,0.2507156659436991,2.045423339980983,1.2745169960382097,2.8163296839237564,True,True,True,False,3,True,False,Moderate (3/4)
Olanzapine,Arrhythmia Neonatal,3,2651,311,2.804318585455589,0.9784954576212614,8.037035499224128,1.2469819696048827,0.2641296885284291,2.806175722841191,0.9777917163109944,8.053476068679124,0.9976235402867211,-0.050037741879499276,2.0452848224529414,-0.7662959654013031,2.3409586482279687,0.1359529059309197,4.545964390525018,False,False,False,False,0,False,False,None / Noise
Olanzapine,Neonatal Respiratory Distress Syndrome,60,2651,7399,2.03752700781834,1.5866174970665738,2.616582960458151,30.035645838669133,4.241767896263784e-08,2.061357122425041,1.5958664526660034,2.66262454422416,0.9972658149577492,0.7452902550093163,1.2492413749061821,0.5730212497384488,2.0112277795643925,1.5842840344326194,2.4381715246961657,True,True,True,False,3,True,False,Moderate (3/4)
Chlorpromazine,Selective Eating Disorder,7,786,2727,2.303848847014375,1.1289911090558276,4.701294339092092,3.2456770239618056,0.07161209898144225,2.3149178917253237,1.1266666497875413,4.756371235840299,0.9972201124598423,0.28153338247003556,1.712906842449649,-0.2077626472168732,2.1316915285381386,0.8110173002331771,3.4523657568431,False,True,False,False,1,False,False,None / Noise
Valproic Acid,Periventricular Leukomalacia,3,3149,262,2.8045620600388905,0.977382698598286,8.047582957924254,1.2452117112389516,0.26446898894850807,2.8061258388146966,0.9767913963163566,8.06143691780962,0.9969020517671341,-0.05075923039908625,2.0445633339333544,-0.76701745392089,2.3393842579992437,0.13586147205325094,4.542907043945236,False,False,False,False,0,False,False,None / Noise
Prednisone,Neonatal Tachypnoea,7,2728,786,2.310873993809905,1.1269150932557876,4.738723127612627,3.2421025038771334,0.07176848328542859,2.314063752668185,1.1262513474884266,4.7546145568254605,0.9967615472830876,0.2810748172932809,1.7124482772728944,-0.2082212123936279,2.1309219261034293,0.8107244994782379,3.451119352728621,False,True,False,False,1,False,False,None / Noise
